id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
windowsupdate.advancedoptions.metered_connections,Advanced options,,,Download updates over metered connections,Toggle,Windows Update > Advanced options > Download updates over metered connections,ms-settings:windowsupdate-options,,,metered network updates|mobile data updates|cellular updates,Allow downloading updates when connected to a metered connection.,Vision,Windows 11,2026-06-22
windowsupdate.advancedoptions.notify_restart,Advanced options,,,Notify me when a restart is required to finish updating,Toggle,Windows Update > Advanced options > Notify me when a restart is required to finish updating,ms-settings:windowsupdate-options,,,restart notification|update restart alert|notify before restart,Show notification when device requires a restart to finish updating.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.feature_updates,Update history,,,Feature Updates,Button,Windows Update > Update history > Feature Updates,ms-settings:windowsupdate-history,,,major updates|version upgrades|windows version updates,View history of feature updates installed on this device.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.quality_updates,Update history,,,Quality Updates,Button,Windows Update > Update history > Quality Updates,ms-settings:windowsupdate-history,,,security updates|patch tuesday|cumulative updates,View history of quality and security updates installed on this device.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.driver_updates,Update history,,,Driver Updates,Button,Windows Update > Update history > Driver Updates,ms-settings:windowsupdate-history,,,device driver updates|hardware driver updates|driver installations,View history of device driver updates installed on this device.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.definition_updates,Update history,,,Definition Updates,Button,Windows Update > Update history > Definition Updates,ms-settings:windowsupdate-history,,,antivirus definitions|windows defender updates|malware signatures,View history of definition updates for Windows Security.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.other_updates,Update history,,,Other Updates,Button,Windows Update > Update history > Other Updates,ms-settings:windowsupdate-history,,,miscellaneous updates|other patches|additional updates,View history of other updates installed on this device.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.uninstall_updates,Update history,,Related settings,Uninstall updates,Hyperlink,Windows Update > Update history > Related settings > Uninstall updates,ms-settings:windowsupdate-history,,,remove updates|rollback updates|delete installed updates,Uninstall previously installed Windows updates.,Vision,Windows 11,2026-06-22
windowsupdate.updatehistory.recovery,Update history,,Related settings,Recovery,Hyperlink,Windows Update > Update history > Related settings > Recovery,ms-settings:windowsupdate-history,,,system recovery|reset pc|advanced startup,Access system recovery options.,Vision,Windows 11,2026-06-22
windowsupdate.main.check_for_updates,Windows Update,,,Check for updates,Button,Windows Update > Check for updates,ms-settings:windowsupdate,,,scan for updates|find updates|search updates|update now,Manually check for available Windows updates.,Vision,Windows 11,2026-06-22
windowsupdate.main.latest_updates,Windows Update,,More options,Get the latest updates as soon as they're available,Toggle,Windows Update > More options > Get the latest updates as soon as they're available,ms-settings:windowsupdate,,,early access updates|preview updates|latest non-security updates|insider-like updates,"Be among the first to get the latest non-security updates, fixes, and improvements.",Vision,Windows 11,2026-06-22
windowsupdate.main.pause_updates,Windows Update,,More options,Pause updates,Button,Windows Update > More options > Pause updates,ms-settings:windowsupdate,,,defer updates|stop updates|delay updates|pause windows update,Select a date to pause Windows updates until.,Vision,Windows 11,2026-06-22
windowsupdate.main.update_history,Windows Update,,More options,Update history,Hyperlink,Windows Update > More options > Update history,ms-settings:windowsupdate,,,installed updates|update log|past updates,View history of installed Windows updates.,Vision,Windows 11,2026-06-22
windowsupdate.main.advanced_options,Windows Update,,More options,Advanced options,Hyperlink,Windows Update > More options > Advanced options,ms-settings:windowsupdate,,,update settings|delivery optimization|active hours|optional updates,"Configure delivery optimization, optional updates, active hours, and other update settings.",Vision,Windows 11,2026-06-22
windowsupdate.main.windows_insider,Windows Update,,More options,Windows Insider Program,Hyperlink,Windows Update > More options > Windows Insider Program,ms-settings:windowsupdate,,,beta windows|preview builds|insider builds|test windows,Get preview builds of Windows to share feedback on new features and updates.,Vision,Windows 11,2026-06-22
narrator.use_narrator,Narrator,,,Narrator,Toggle,Narrator > Narrator,ms-settings:easeofaccess-narrator,,,screen reader|voiceover|talkback|read aloud|screen narration,Turns the built-in screen reader on or off to have text and UI elements read aloud.,Vision,Windows 11,2026-06-22
narrator.start_narrator_before_sign_in,Narrator,,,Start Narrator before sign-in,CheckBox,Narrator > Start Narrator before sign-in,ms-settings:easeofaccess-narrator,,,login screen narrator|pre-signin screen reader|narrator at lock screen,Automatically starts the Narrator screen reader before signing into Windows.,Vision,Windows 11,2026-06-22
narrator.start_narrator_after_sign_in,Narrator,,,Start Narrator after sign-in,CheckBox,Narrator > Start Narrator after sign-in,ms-settings:easeofaccess-narrator,,,auto start narrator|narrator on startup|screen reader after login,Automatically starts the Narrator screen reader after signing into Windows.,Vision,Windows 11,2026-06-22
narrator.keyboard_shortcut_for_narrator,Narrator,,,Keyboard shortcut for Narrator,Toggle,Narrator > Keyboard shortcut for Narrator,ms-settings:easeofaccess-narrator,,,Win+Ctrl+Enter shortcut|narrator hotkey|toggle narrator key,Enables or disables the Windows logo key + Ctrl + Enter keyboard shortcut to toggle Narrator.,Vision,Windows 11,2026-06-22
narrator.narrator_home.show_narrator_home_when_narrator_starts,Narrator,,Narrator Home,Show Narrator Home when Narrator starts,CheckBox,Narrator > Narrator Home > Show Narrator Home when Narrator starts,ms-settings:easeofaccess-narrator,,,narrator welcome screen|narrator startup page|narrator help on start,Shows the Narrator Home welcome screen each time Narrator starts.,Vision,Windows 11,2026-06-22
narrator.narrator's_voice.choose_a_voice,Narrator,,Narrator's voice,Choose a voice,ComboBox,Narrator > Narrator's voice > Choose a voice,ms-settings:easeofaccess-narrator,,,narrator voice|text to speech voice|screen reader voice|TTS voice,Selects the voice used by Narrator to read screen content aloud.,Vision,Windows 11,2026-06-22
narrator.narrator's_voice.add_voices,Narrator,,Narrator's voice,Add voices,Button,Narrator > Narrator's voice > Add voices,ms-settings:easeofaccess-narrator,,,download narrator voices|install TTS voices|more speech voices,Opens the voice selection dialog to add additional text-to-speech voices.,Vision,Windows 11,2026-06-22
narrator.narrator's_voice.lower_the_volume_of_other_apps_when_narrator_is_speaking,Narrator,,Narrator's voice,Lower the volume of other apps when Narrator is speaking,Toggle,Narrator > Narrator's voice > Lower the volume of other apps when Narrator is speaking,ms-settings:easeofaccess-narrator,,,audio ducking|narrator audio priority|dim other audio|app volume reduction,Automatically lowers the volume of other applications while Narrator is speaking.,Vision,Windows 11,2026-06-22
narrator.narrator's_voice.narrator_audio_output_device,Narrator,,Narrator's voice,Narrator audio output device,ComboBox,Narrator > Narrator's voice > Narrator audio output device,ms-settings:easeofaccess-narrator,,,narrator speaker|screen reader output|narrator sound device,Selects which audio device Narrator uses for speech output.,Vision,Windows 11,2026-06-22
narrator.verbosity.verbosity_level,Narrator,,Verbosity,Verbosity level,ComboBox,Narrator > Verbosity > Verbosity level,ms-settings:easeofaccess-narrator,,,narrator detail level|how much narrator speaks|screen reader verbosity,Controls how much detail Narrator provides when reading UI elements and controls.,Vision,Windows 11,2026-06-22
narrator.verbosity.emphasize_formatted_text,Narrator,,Verbosity,Emphasize formatted text,CheckBox,Narrator > Verbosity > Emphasize formatted text,ms-settings:easeofaccess-narrator,,,bold italic emphasis|formatted text reading|style announcement,Makes Narrator emphasize text formatting such as bold and italic when reading.,Vision,Windows 11,2026-06-22
narrator.verbosity.read_phonetically_when_reading_by_character,Narrator,,Verbosity,Read phonetically when reading by character,CheckBox,Narrator > Verbosity > Read phonetically when reading by character,ms-settings:easeofaccess-narrator,,,phonetic alphabet|alpha bravo charlie|military alphabet reading,"Reads characters using phonetic alphabet (Alpha, Bravo, Charlie) when reading by character.",Vision,Windows 11,2026-06-22
narrator.verbosity.pause_slightly_when_reading_punctuation,Narrator,,Verbosity,Pause slightly when reading punctuation,CheckBox,Narrator > Verbosity > Pause slightly when reading punctuation,ms-settings:easeofaccess-narrator,,,punctuation pause|comma pause|period pause|reading cadence,Adds a brief pause when reading punctuation marks to improve comprehension.,Vision,Windows 11,2026-06-22
narrator.verbosity.read_advanced_details_like_help_text_on_buttons_and_other_controls,Narrator,,Verbosity,"Read advanced details, like help text, on buttons and other controls",CheckBox,"Narrator > Verbosity > Read advanced details, like help text, on buttons and other controls",ms-settings:easeofaccess-narrator,,,help text reading|tooltip reading|control description|extra context,Makes Narrator read additional help text and descriptions for buttons and controls.,Vision,Windows 11,2026-06-22
narrator.verbosity.change_how_capitalized_text_is_read,Narrator,,Verbosity,Change how capitalized text is read,ComboBox,Narrator > Verbosity > Change how capitalized text is read,ms-settings:easeofaccess-narrator,,,caps announcement|uppercase reading|capital letter announcement,Controls how Narrator announces capitalized or uppercase text.,Vision,Windows 11,2026-06-22
narrator.verbosity.context_level_for_buttons_and_controls,Narrator,,Verbosity,Context level for buttons and controls,ComboBox,Narrator > Verbosity > Context level for buttons and controls,ms-settings:easeofaccess-narrator,,,control context|button context|UI element context,Sets how much surrounding context Narrator provides when reading buttons and controls.,Vision,Windows 11,2026-06-22
narrator.verbosity.read_hints_on_how_to_interact_with_buttons_and_other_controls,Narrator,,Verbosity,Read hints on how to interact with buttons and other controls,CheckBox,Narrator > Verbosity > Read hints on how to interact with buttons and other controls,ms-settings:easeofaccess-narrator,,,interaction hints|control usage tips|how to use buttons,Makes Narrator read hints explaining how to interact with buttons and controls.,Vision,Windows 11,2026-06-22
narrator.verbosity.tell_me_why_actions_cannot_be_performed,Narrator,,Verbosity,Tell me why actions can't be performed,CheckBox,Narrator > Verbosity > Tell me why actions can't be performed,ms-settings:easeofaccess-narrator,,,disabled reason|why button is grayed out|unavailable action explanation,Makes Narrator explain why a button or action is currently unavailable or disabled.,Vision,Windows 11,2026-06-22
narrator.verbosity.play_sounds_instead_of_announcements_for_common_actions,Narrator,,Verbosity,Play sounds instead of announcements for common actions,CheckBox,Narrator > Verbosity > Play sounds instead of announcements for common actions,ms-settings:easeofaccess-narrator,,,sound cues|audio feedback|beep instead of speak,Uses sound effects instead of spoken announcements for common actions like landing on links.,Vision,Windows 11,2026-06-22
narrator.verbosity.tell_me_details_about_buttons_and_other_controls,Narrator,,Verbosity,Tell me details about buttons and other controls,ComboBox,Narrator > Verbosity > Tell me details about buttons and other controls,ms-settings:easeofaccess-narrator,,,control details|button information|when to announce details,Controls when Narrator provides detailed information about buttons and controls.,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.have_narrator_announce_when_i_type,Narrator,,Mouse and keyboard,Have Narrator announce when I type,Toggle,Narrator > Mouse and keyboard > Have Narrator announce when I type,ms-settings:easeofaccess-narrator,,,type echo|key echo|narrator typing feedback|announce keystrokes,"Controls whether Narrator announces characters, words, or keys as you type.",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.letters_numbers_and_punctuation,Narrator,,Mouse and keyboard,"Letters, numbers, and punctuation",CheckBox,"Narrator > Mouse and keyboard > Letters, numbers, and punctuation",ms-settings:easeofaccess-narrator,,,character echo|announce characters|type characters aloud,"Makes Narrator announce each letter, number, and punctuation mark as you type.",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.words,Narrator,,Mouse and keyboard,Words,CheckBox,Narrator > Mouse and keyboard > Words,ms-settings:easeofaccess-narrator,,,word echo|announce words|type words aloud,Makes Narrator announce each complete word as you finish typing it.,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.function_keys,Narrator,,Mouse and keyboard,Function keys,CheckBox,Narrator > Mouse and keyboard > Function keys,ms-settings:easeofaccess-narrator,,,F keys echo|announce function keys|F1 F2 announcement,"Makes Narrator announce function key presses (F1, F2, etc.).",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.arrow_tab_and_other_navigation_keys,Narrator,,Mouse and keyboard,"Arrow, Tab, and other navigation keys",CheckBox,"Narrator > Mouse and keyboard > Arrow, Tab, and other navigation keys",ms-settings:easeofaccess-narrator,,,navigation key echo|announce arrow keys|announce tab key,"Makes Narrator announce arrow keys, Tab, and other navigation key presses.",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.toggle_keys_like_caps_lock_and_num_lock,Narrator,,Mouse and keyboard,"Toggle keys, like Caps lock and Num lock",CheckBox,"Narrator > Mouse and keyboard > Toggle keys, like Caps lock and Num lock",ms-settings:easeofaccess-narrator,,,caps lock announcement|num lock announcement|toggle state echo,"Makes Narrator announce when Caps Lock, Num Lock, or other toggle keys are pressed.",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.shift_alt_and_other_modifier_keys,Narrator,,Mouse and keyboard,"Shift, Alt, and other modifier keys",CheckBox,"Narrator > Mouse and keyboard > Shift, Alt, and other modifier keys",ms-settings:easeofaccess-narrator,,,modifier key echo|announce shift|announce control|announce alt,"Makes Narrator announce Shift, Alt, Ctrl, and other modifier key presses.",Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.narrator_key,Narrator,,Mouse and keyboard,Narrator key,ComboBox,Narrator > Mouse and keyboard > Narrator key,ms-settings:easeofaccess-narrator,,,narrator modifier key|caps lock narrator|insert narrator|narrator command key,Selects the key used as the Narrator modifier for keyboard commands (Caps Lock or Insert).,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.lock_the_narrator_key,Narrator,,Mouse and keyboard,Lock the Narrator key so I don't have to press it for each command,CheckBox,Narrator > Mouse and keyboard > Lock the Narrator key so I don't have to press it for each command,ms-settings:easeofaccess-narrator,,,narrator key lock|sticky narrator key|narrator modifier lock,Locks the Narrator key so it stays active without needing to hold it for each command.,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.on_touch_keyboards_activate_keys_when_i_lift_my_finger,Narrator,,Mouse and keyboard,"On touch keyboards, activate keys when I lift my finger",Toggle,"Narrator > Mouse and keyboard > On touch keyboards, activate keys when I lift my finger",ms-settings:easeofaccess-narrator,,,touch keyboard lift to type|on-screen keyboard lift|touch keyboard activation,Activates touch keyboard keys when you lift your finger rather than on initial press.,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.read_and_interact_with_the_screen_using_the_mouse,Narrator,,Mouse and keyboard,Read and interact with the screen using the mouse,Toggle,Narrator > Mouse and keyboard > Read and interact with the screen using the mouse,ms-settings:easeofaccess-narrator,,,mouse navigation|point and click reading|mouse screen interaction,Enables reading and interacting with screen elements using the mouse pointer.,Vision,Windows 11,2026-06-22
narrator.narrator_cursor.show_the_narrator_cursor,Narrator,,Narrator cursor,Show the Narrator cursor,Toggle,Narrator > Narrator cursor > Show the Narrator cursor,ms-settings:easeofaccess-narrator,,,narrator focus indicator|screen reader cursor|narrator highlight,Shows a visual cursor indicating where Narrator is currently focused on the screen.,Vision,Windows 11,2026-06-22
narrator.narrator_cursor.move_my_text_cursor_with_the_narrator_cursor,Narrator,,Narrator cursor,Move my text cursor with the Narrator cursor as Narrator reads text,Toggle,Narrator > Narrator cursor > Move my text cursor with the Narrator cursor as Narrator reads text,ms-settings:easeofaccess-narrator,,,sync text cursor|follow narrator reading|cursor follows narration,Moves the text insertion cursor along with the Narrator cursor as text is read aloud.,Vision,Windows 11,2026-06-22
narrator.narrator_cursor.sync_the_narrator_cursor_and_system_focus,Narrator,,Narrator cursor,Sync the Narrator cursor and system focus,Toggle,Narrator > Narrator cursor > Sync the Narrator cursor and system focus,ms-settings:easeofaccess-narrator,,,sync focus|narrator system focus|unified cursor,Keeps the Narrator cursor synchronized with the system keyboard focus.,Vision,Windows 11,2026-06-22
narrator.narrator_cursor.navigation_mode,Narrator,,Narrator cursor,Navigation mode,ComboBox,Narrator > Narrator cursor > Navigation mode,ms-settings:easeofaccess-narrator,,,narrator navigation|scan mode|normal mode|screen reader navigation,Sets the navigation mode used by Narrator to move through screen elements.,Vision,Windows 11,2026-06-22
narrator.mouse_and_keyboard.keyboard_layout,Narrator,,Mouse and keyboard,Keyboard layout,ComboBox,Narrator > Mouse and keyboard > Keyboard layout,ms-settings:easeofaccess-narrator,,,narrator keyboard layout|standard layout|screen reader keyboard,Selects the keyboard layout used for Narrator commands.,Vision,Windows 11,2026-06-22
narrator.braille.configure_braille_displays,Narrator,,Braille,Configure braille displays,Hyperlink,Narrator > Braille > Configure braille displays,ms-settings:easeofaccess-narrator,,,braille setup|braille display settings|refreshable braille,Opens settings to enable and configure braille displays for use with Narrator.,Vision,Windows 11,2026-06-22
narrator.experimental_features.enable_narrator_extensions,Narrator,,Experimental features,Enable Narrator extensions,Toggle,Narrator > Experimental features > Enable Narrator extensions,ms-settings:easeofaccess-narrator,,,narrator plugins|narrator add-ons|narrator customizations,Enables extensions that customize the Narrator experience in some applications.,Vision,Windows 11,2026-06-22
narrator.experimental_features.find_and_download_new_extensions_on_narrator_startup,Narrator,,Experimental features,Find and download new extensions on Narrator startup,CheckBox,Narrator > Experimental features > Find and download new extensions on Narrator startup,ms-settings:easeofaccess-narrator,,,auto download extensions|narrator extension updates|check for extensions,Automatically checks for and downloads new Narrator extensions when Narrator starts.,Vision,Windows 11,2026-06-22
narrator.manage_data_and_services.sync_my_narrator_settings_on_this_device,Narrator,,Manage data and services,Sync my Narrator settings on this device,Button,Narrator > Manage data and services > Sync my Narrator settings on this device,ms-settings:easeofaccess-narrator,,,narrator settings sync|backup narrator settings|share narrator settings,Syncs Narrator settings so anyone who signs into this PC can use and edit them.,Vision,Windows 11,2026-06-22
narrator.manage_data_and_services.get_image_descriptions_page_titles_and_popular_links,Narrator,,Manage data and services,"Get image descriptions, page titles, and popular links",Toggle,"Narrator > Manage data and services > Get image descriptions, page titles, and popular links",ms-settings:easeofaccess-narrator,,,image alt text|page title reading|link list|narrator online services,"Enables online services to provide image descriptions, page titles, and popular link lists.",Vision,Windows 11,2026-06-22
narrator.manage_data_and_services.automatically_send_diagnostic_and_performance_data,Narrator,,Manage data and services,Automatically send diagnostic and performance data,Toggle,Narrator > Manage data and services > Automatically send diagnostic and performance data,ms-settings:easeofaccess-narrator,,,narrator telemetry|send feedback|narrator diagnostics|performance data,Automatically sends diagnostic and performance data to Microsoft to improve Narrator.,Vision,Windows 11,2026-06-22
configure_braille_displays.enable_braille.use_braille_displays_with_usb_or_bluetooth,Configure braille displays,,Enable braille,Use braille displays with USB or Bluetooth (HID),Toggle,Configure braille displays > Enable braille > Use braille displays with USB or Bluetooth (HID),ms-settings:easeofaccess-narrator,,,HID braille|USB braille|bluetooth braille display|enable braille,Enables support for braille displays connected via USB or Bluetooth using the HID standard.,Vision,Windows 11,2026-06-22
configure_braille_displays.enable_braille.use_braille_displays_that_require_additional_connectivity_support,Configure braille displays,,Enable braille,Use braille displays that require additional connectivity support,ComboBox,Configure braille displays > Enable braille > Use braille displays that require additional connectivity support,ms-settings:easeofaccess-narrator,,,BRLTTY|serial braille|non-HID braille|braille driver,Selects additional connectivity support for braille displays that require special drivers.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_displays_and_drivers.braille_displays,Configure braille displays,,Braille displays and drivers,Braille displays,Button,Configure braille displays > Braille displays and drivers > Braille displays,ms-settings:easeofaccess-narrator,,,add braille display|braille display list|connect braille display,Opens the dialog to add or manage connected braille displays.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_display_input_and_output.input_language,Configure braille displays,,Braille display input and output,Input language,ComboBox,Configure braille displays > Braille display input and output > Input language,ms-settings:easeofaccess-narrator,,,braille input language|braille language|braille code,Sets the input language for braille display typing.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_display_input_and_output.input_table_type,Configure braille displays,,Braille display input and output,Input table type,ComboBox,Configure braille displays > Braille display input and output > Input table type,ms-settings:easeofaccess-narrator,,,braille input table|computer braille input|literary braille input,Sets the braille table type used for input from the braille display.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_display_input_and_output.output_language,Configure braille displays,,Braille display input and output,Output language,ComboBox,Configure braille displays > Braille display input and output > Output language,ms-settings:easeofaccess-narrator,,,braille output language|braille display language,Sets the output language for braille display rendering.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_display_input_and_output.output_table_type,Configure braille displays,,Braille display input and output,Output table type,ComboBox,Configure braille displays > Braille display input and output > Output table type,ms-settings:easeofaccess-narrator,,,braille output table|computer braille output|literary braille output,Sets the braille table type used for output to the braille display.,Vision,Windows 11,2026-06-22
configure_braille_displays.notifications.notifications_timeout_after,Configure braille displays,,Notifications,Notifications timeout after,ComboBox,Configure braille displays > Notifications > Notifications timeout after,ms-settings:easeofaccess-narrator,,,braille notification duration|notification display time|braille alert timeout,Sets how long notifications remain displayed on the braille display.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_cursor.display_the_text_cursor,Configure braille displays,,Braille cursor,Display the text cursor,ComboBox,Configure braille displays > Braille cursor > Display the text cursor,ms-settings:easeofaccess-narrator,,,braille text cursor|cursor dots|braille cursor display,Controls how the text cursor is displayed on the braille display using dots.,Vision,Windows 11,2026-06-22
configure_braille_displays.braille_cursor.blink_cursor_on_braille_display,Configure braille displays,,Braille cursor,Blink cursor on braille display,Toggle,Configure braille displays > Braille cursor > Blink cursor on braille display,ms-settings:easeofaccess-narrator,,,braille cursor blink|flashing braille cursor|cursor blink rate braille,Makes the text cursor blink on the braille display for better visibility.,Vision,Windows 11,2026-06-22
magnifier.magnifier,Magnifier,,,Magnifier,Toggle,Magnifier > Magnifier,ms-settings:easeofaccess-magnifier,,,screen magnifier|zoom|screen zoom|magnify|Win+Plus,Turns the screen magnifier on or off to enlarge portions of the screen.,Vision,Windows 11,2026-06-22
magnifier.start_magnifier_before_sign_in,Magnifier,,,Start Magnifier before sign-in,CheckBox,Magnifier > Start Magnifier before sign-in,ms-settings:easeofaccess-magnifier,,,magnifier at lock screen|pre-login magnifier|magnifier before login,Automatically starts the Magnifier before signing into Windows.,Vision,Windows 11,2026-06-22
magnifier.start_magnifier_after_sign_in,Magnifier,,,Start Magnifier after sign-in,CheckBox,Magnifier > Start Magnifier after sign-in,ms-settings:easeofaccess-magnifier,,,magnifier on startup|auto start magnifier|magnifier after login,Automatically starts the Magnifier after signing into Windows.,Vision,Windows 11,2026-06-22
magnifier.zoom_level,Magnifier,,,Zoom level,Slider,Magnifier > Zoom level,ms-settings:easeofaccess-magnifier,,,magnification level|zoom percentage|screen zoom amount|magnifier zoom,Sets the current magnification level of the screen magnifier.,Vision,Windows 11,2026-06-22
magnifier.zoom_increment,Magnifier,,,Zoom increment,ComboBox,Magnifier > Zoom increment,ms-settings:easeofaccess-magnifier,,,zoom step size|magnification step|zoom increment percentage,Sets the amount by which zoom increases or decreases with each key press.,Vision,Windows 11,2026-06-22
magnifier.view,Magnifier,,,View,ComboBox,Magnifier > View,ms-settings:easeofaccess-magnifier,,,magnifier view mode|full screen magnifier|lens magnifier|docked magnifier,"Selects the magnifier view mode: full screen, lens, or docked.",Vision,Windows 11,2026-06-22
magnifier.appearance.invert_colors,Magnifier,,Appearance,Invert colors,Toggle,Magnifier > Appearance > Invert colors,ms-settings:easeofaccess-magnifier,,,color inversion|negative colors|reverse colors|Ctrl+Alt+I,Inverts screen colors within the magnifier view for better contrast.,Vision,Windows 11,2026-06-22
magnifier.appearance.smooth_edges_of_images_and_text,Magnifier,,Appearance,Smooth edges of images and text,Toggle,Magnifier > Appearance > Smooth edges of images and text,ms-settings:easeofaccess-magnifier,,,anti-aliasing|smooth magnified text|magnifier smoothing|text smoothing,Applies smoothing to edges of images and text when magnified.,Vision,Windows 11,2026-06-22
magnifier.appearance.show_touch_bars_when_using_a_touchscreen_device,Magnifier,,Appearance,Show touch bars when using a touchscreen device,Toggle,Magnifier > Appearance > Show touch bars when using a touchscreen device,ms-settings:easeofaccess-magnifier,,,touchscreen magnifier controls|touch bars|magnifier touch UI,Shows touch-friendly control bars when using the magnifier on a touchscreen device.,Vision,Windows 11,2026-06-22
magnifier.reading.reading_shortcut,Magnifier,,Reading,Reading shortcut,ComboBox,Magnifier > Reading > Reading shortcut,ms-settings:easeofaccess-magnifier,,,magnifier reading key|read aloud shortcut|magnifier voice key,Selects the keyboard modifier used for reading shortcuts in the magnifier.,Vision,Windows 11,2026-06-22
magnifier.reading.choose_a_voice,Magnifier,,Reading,Choose a voice,ComboBox,Magnifier > Reading > Choose a voice,ms-settings:easeofaccess-magnifier,,,magnifier voice|reading voice|TTS voice|text to speech voice,Selects the voice used by the magnifier for reading text aloud.,Vision,Windows 11,2026-06-22
magnifier.reading.reading_speed,Magnifier,,Reading,Reading speed,Slider,Magnifier > Reading > Reading speed,ms-settings:easeofaccess-magnifier,,,magnifier speech speed|reading rate|TTS speed|voice speed,Adjusts the speed at which the magnifier reads text aloud.,Vision,Windows 11,2026-06-22
magnifier.reading.add_voices,Magnifier,,Reading,Add voices,Button,Magnifier > Reading > Add voices,ms-settings:easeofaccess-magnifier,,,download voices|install TTS voices|more reading voices,Opens the voice selection dialog to add additional text-to-speech voices.,Vision,Windows 11,2026-06-22
magnifier.view.have_magnifier_follow_my.mouse_pointer,Magnifier,View,Have Magnifier follow my,Mouse pointer,CheckBox,Magnifier > View > Have Magnifier follow my > Mouse pointer,ms-settings:easeofaccess-magnifier,,,follow mouse|magnifier tracks mouse|mouse tracking,Keeps the magnifier view centered on the mouse pointer as it moves.,Vision,Windows 11,2026-06-22
magnifier.view.have_magnifier_follow_my.keyboard_focus,Magnifier,View,Have Magnifier follow my,Keyboard focus,CheckBox,Magnifier > View > Have Magnifier follow my > Keyboard focus,ms-settings:easeofaccess-magnifier,,,follow keyboard|magnifier tracks focus|keyboard tracking,Keeps the magnifier view centered on the keyboard focus as you tab through elements.,Vision,Windows 11,2026-06-22
magnifier.view.have_magnifier_follow_my.text_cursor,Magnifier,View,Have Magnifier follow my,Text cursor,CheckBox,Magnifier > View > Have Magnifier follow my > Text cursor,ms-settings:easeofaccess-magnifier,,,follow text cursor|magnifier tracks cursor|caret tracking,Keeps the magnifier view centered on the text cursor as you type.,Vision,Windows 11,2026-06-22
magnifier.view.have_magnifier_follow_my.narrator_cursor,Magnifier,View,Have Magnifier follow my,Narrator cursor,CheckBox,Magnifier > View > Have Magnifier follow my > Narrator cursor,ms-settings:easeofaccess-magnifier,,,follow narrator|magnifier tracks narrator|screen reader tracking,Keeps the magnifier view centered on the Narrator cursor as it moves.,Vision,Windows 11,2026-06-22
magnifier.view.keep_the_mouse_pointer,Magnifier,View,,Keep the mouse pointer,ComboBox,Magnifier > View > Keep the mouse pointer,ms-settings:easeofaccess-magnifier,,,mouse pointer behavior|pointer within screen|pointer centered,Controls how the mouse pointer behaves within the magnified view.,Vision,Windows 11,2026-06-22
magnifier.view.keep_the_text_cursor,Magnifier,View,,Keep the text cursor,ComboBox,Magnifier > View > Keep the text cursor,ms-settings:easeofaccess-magnifier,,,text cursor behavior|caret within screen|cursor centered,Controls how the text cursor behaves within the magnified view.,Vision,Windows 11,2026-06-22
color_filters.color_filters,Color filters,,,Color filters,Toggle,Color filters > Color filters,ms-settings:easeofaccess-colorfilter,,,color blindness|color correction|daltonism|color vision deficiency|Win+Ctrl+C,Turns color filters on or off to help distinguish colors for colorblind users.,Vision,Windows 11,2026-06-22
color_filters.intensity,Color filters,,,Intensity,Slider,Color filters > Intensity,ms-settings:easeofaccess-colorfilter,,,color filter strength|filter intensity|color correction strength,Adjusts the intensity of the applied color filter.,Vision,Windows 11,2026-06-22
color_filters.color_boost,Color filters,,,Color Boost,Slider,Color filters > Color Boost,ms-settings:easeofaccess-colorfilter,,,color saturation|color enhancement|vivid colors|color intensity,Increases color saturation to make colors more distinguishable.,Vision,Windows 11,2026-06-22
color_filters.reset_intensity_and_color_boost_to_defaults,Color filters,,,Reset intensity and color boost to defaults,Button,Color filters > Reset intensity and color boost to defaults,ms-settings:easeofaccess-colorfilter,,,reset color filters|default color settings|restore color defaults,Resets the intensity and color boost sliders to their default values.,Vision,Windows 11,2026-06-22
